episode,global_step,reward,steps,success,collision,out_of_altitude,final_distance,epsilon,mean_loss
316,20782,-73.75541293353454,58,0,1,0,17.981663899143527,0.6051420000000001,1.4112212100419506
317,20839,-86.10774801805118,57,0,1,0,24.18283200334529,0.604059,1.643549238119209
318,20950,155.59382048996792,111,1,0,0,1.9820471682064236,0.60195,1.733580186325419
319,20989,-86.38183436476439,39,0,0,1,24.769874759542603,0.6012090000000001,1.4727531547347705
320,21060,-63.382837123455175,71,0,1,0,12.470376599734719,0.5998600000000001,1.8559550342845246
321,21167,-63.7016316758213,107,0,1,0,11.729773390588937,0.597827,1.6895697455957672
322,21208,-84.31168424049483,41,0,1,0,23.684800640195398,0.597048,1.491731401623749
323,21284,-62.03500295879488,76,0,1,0,11.67145891177371,0.595604,2.2851569361396527
324,21292,-97.15903753604057,8,0,0,1,30.933476125407278,0.5954520000000001,2.2393848188221455
325,21318,-82.93116523557087,26,0,1,0,23.36954041686112,0.594958,2.4272230685903478
326,21394,-73.68211909449886,76,0,1,0,17.495017378018616,0.5935140000000001,1.5105450254325803
327,21439,-68.02915112295614,45,0,1,0,15.443533253358506,0.592659,1.2551612221532398
328,21471,-83.88649805466672,32,0,1,0,23.697206580011642,0.592051,2.0191632686182857
329,21507,-84.66591482622788,36,0,1,0,23.986914546763003,0.591367,1.6587187542269628
330,21529,-83.64992995123843,22,0,1,0,23.82892341065802,0.590949,2.140340643511577
331,21594,-67.67959230478716,65,0,1,0,14.768753844274029,0.5897140000000001,1.939994578407361
332,21614,-82.41616789340546,20,0,1,0,23.2620410803518,0.589334,1.7186597250401974
333,21701,-60.33403703498016,87,0,1,0,10.545975930680465,0.587681,1.8066696164936855
334,21755,-74.51235607822856,54,0,1,0,18.460136193006328,0.586655,1.995028044062632
335,21786,-84.0428796762721,31,0,1,0,23.8003978074532,0.586066,1.0794838179023034
336,21823,-73.3163466909043,37,0,1,0,18.287131176221347,0.5853630000000001,1.5153128573217907
337,21853,-83.3826206236237,30,0,1,0,23.495267973330424,0.584793,1.2013730108737946
338,21906,-73.15976033184432,53,0,1,0,17.808837640758373,0.583786,2.3761169949792467
339,21946,-72.76124422734672,40,0,1,0,17.93457994444256,0.583026,1.9777635419741273
340,22007,-73.87416396121728,61,0,1,0,17.966039672489078,0.581867,1.739908844721122
341,22157,52.72384601579149,150,0,0,0,2.4420348228734765,0.5790170000000001,1.8440972771743933
342,22192,-82.02895100158663,35,0,1,0,22.693433331562517,0.578352,1.3121309027075767
343,22222,-83.00506898958446,30,0,1,0,23.306491628441293,0.577782,2.0288859114050863
344,22273,-75.98338829305314,51,0,1,0,19.27065160012106,0.576813,1.8481158625845815
345,22290,-86.37099557577497,17,0,0,1,25.314455504425162,0.5764900000000001,1.4658310693853043
346,22311,-82.92525389512066,21,0,1,0,23.491584639440784,0.576091,1.4757031620967955
347,22346,-83.29931680972027,35,0,1,0,23.328615537609533,0.575426,1.5930163140807834
348,22385,-73.12903136248855,39,0,1,0,18.143473373124728,0.5746850000000001,1.862481000331732
349,22422,-81.80030676814005,37,0,0,1,22.52911096123043,0.573982,0.9946121839252678
350,22443,-84.51260918126147,21,0,1,0,24.285262210570725,0.5735830000000001,1.7651315664961225
351,22472,-84.0020306579685,29,0,1,0,23.829973088606952,0.573032,1.1449568564521855
352,22615,-51.58170994236582,143,0,0,1,4.769812801952127,0.570315,1.8425378906247498
353,22663,-64.40878159417201,48,0,1,0,13.558348374246412,0.5694030000000001,1.1245054905302823
354,22736,-60.29900274670637,73,0,1,0,10.878459342670345,0.5680160000000001,1.596897489097837
355,22792,-63.6257271530677,56,0,1,0,12.966821221780057,0.566952,1.7204572606299604
356,22820,-83.24906591371877,28,0,1,0,23.47849078557631,0.56642,2.47304625729365
357,22864,-72.28591603477946,44,0,1,0,17.596916537337712,0.565584,1.3659123373641209
358,22968,-46.107338349620925,104,0,1,0,3.0076270055796748,0.5636080000000001,2.4351286514160724
359,23009,-72.94242149370447,41,0,1,0,18.000168716169387,0.562829,2.243196941003567
360,23017,-95.66116208077487,8,0,1,0,30.184538732267896,0.562677,1.7219201643019915
361,23069,-72.76747257342925,52,0,1,0,17.637694117483818,0.561689,2.3507201405098805
362,23099,-83.56792045382284,30,0,1,0,23.587917499449585,0.561119,1.7342041755716007
363,23249,49.1205919450722,150,0,0,0,4.2436619967810465,0.558269,1.7793755988279978
364,23269,-82.40250083662688,20,0,1,0,23.255208317300983,0.5578890000000001,1.5235316146165132
365,23276,-98.97025478927443,7,0,0,1,31.86408471418584,0.557756,1.222486925976617
366,23364,-64.44848271356273,88,0,1,0,12.57819946427855,0.556084,1.874476884407076
367,23409,-69.77387410259254,45,0,1,0,16.315894645962814,0.555229,2.446097421314981
368,23429,-81.17997467436402,20,0,1,0,22.643945028136095,0.554849,1.6417466498911382
369,23473,-73.65661337232176,44,0,1,0,18.282264773428686,0.5540130000000001,1.8796760458499193
370,23553,-65.50892898288575,80,0,1,0,13.308422438415498,0.5524930000000001,1.8957787746563555
371,23668,-57.230528848787344,115,0,0,1,8.294222001554093,0.550308,2.115829191778017
372,23731,-59.290653028727704,63,0,1,0,10.624283825009616,0.549111,2.218140880266825
373,23816,-60.72157848687784,85,0,1,0,10.789746935319375,0.547496,2.0688584225142703
374,23865,-73.23053249081002,49,0,1,0,17.944223937285454,0.546565,1.530988222482253
375,23920,-73.6235907428919,55,0,1,0,17.990753597885238,0.54552,1.384712811220776
376,23976,-73.60115733976319,56,0,1,0,17.954536429504287,0.544456,2.187871708534658
377,24027,-66.20662712646788,51,0,1,0,14.382271432288913,0.543487,2.1763872083495643
378,24083,-63.01036561636755,56,0,1,0,12.659140335859663,0.5424230000000001,1.7920682526060514
379,24142,-69.43880308443049,59,0,1,0,15.798359372984441,0.541302,1.348935207573034
380,24192,-70.4695886874677,50,0,1,0,16.538752313051003,0.540352,1.980385640859604
381,24271,-58.27873427310107,79,0,1,0,9.718324967319747,0.538851,2.303130498981174
382,24361,-54.79919197854039,90,0,1,0,7.703553681150647,0.5371410000000001,1.789609587358104
383,24382,-79.57103503867354,21,0,1,0,21.814475350105976,0.536742,2.409653208085469
384,24431,-71.3650605303874,49,0,0,1,17.011487842354097,0.535811,1.9135691298513997
385,24496,-69.90828770600021,65,0,1,0,15.883101544880539,0.5345759999999999,2.081395849585533
386,24558,-74.24293136862813,62,0,1,0,18.125423376194508,0.533398,2.0165739299789553
387,24596,-69.91786065961524,38,0,1,0,16.56288778340211,0.5326759999999999,2.062725012631793
388,24619,-85.27456039839537,23,0,1,0,24.61623789015177,0.532239,1.4285715326018955
389,24660,-61.644618034157574,41,0,1,0,12.35126680218807,0.53146,2.2914783583908545
390,24763,-56.05055958578837,103,0,1,0,8.004237483477755,0.5295030000000001,2.1082732130601567
391,24813,-73.35589936026935,50,0,1,0,17.981907300074656,0.528553,2.6017327496409415
392,24840,-84.12270817421413,27,0,1,0,23.940312540215945,0.5280400000000001,1.8189573069965397
393,24897,-73.98923254270277,57,0,1,0,18.12357396323182,0.526957,2.245196279987954
394,24959,-66.70548775346903,62,0,0,1,14.356702032901655,0.525779,1.7907256810895857
395,25014,-63.6545675441905,55,0,1,0,13.006241136767509,0.524734,1.8935248828747056
396,25083,-72.98466175659281,69,0,1,0,17.32128857017684,0.523423,1.6040710383567258
397,25140,-73.259893999086,57,0,1,0,17.758904594209536,0.52234,1.9190230210099304
398,25196,-73.67915775217458,56,0,1,0,17.993536473888163,0.5212760000000001,1.6109700184315443
399,25253,-67.71053336048993,57,0,0,1,14.984224511014164,0.5201930000000001,2.2199385091662407
400,25308,-69.76478038879097,55,0,0,1,16.061347839641677,0.5191479999999999,2.0050010001117533
401,25400,-63.683698778147274,92,0,1,0,12.09580670135431,0.5174000000000001,1.9274636247883672
402,25456,-68.0897512289324,56,0,1,0,15.19883274811526,0.516336,2.167691237692322
403,25475,-83.20371732863869,19,0,1,0,23.68081635249462,0.5159750000000001,1.1138685204480823
404,25528,-75.65587512239317,53,0,1,0,19.056895786874904,0.5149680000000001,1.9723058413222152
405,25580,-74.21510144078903,52,0,0,1,18.36150841227495,0.51398,1.9109379846889238
406,25649,-64.71177023331016,69,0,1,0,13.184842855652088,0.512669,1.7574261588894802
407,25670,-82.87797394370988,21,0,1,0,23.46794480262414,0.51227,1.2627172771663893
408,25712,-84.56874296461721,42,0,1,0,23.788329430031908,0.5114719999999999,1.5498676112010366
409,25768,-70.48867458807203,56,0,1,0,16.398295218688833,0.510408,2.1567305448864187
410,25832,-69.26520866425845,64,0,1,0,15.58656234922245,0.5091920000000001,2.250774047104642
411,25979,-47.486073732080214,147,0,1,0,2.6219946968093244,0.506399,1.930854020881004
412,26005,-81.89020716895703,26,0,1,0,22.849061276358967,0.505905,2.064307717749706
413,26067,-64.01204759968219,62,0,1,0,13.009981491721538,0.5047269999999999,1.9438697513072722
414,26217,38.43631389049365,150,0,0,0,9.585801071846413,0.501877,2.004442485074202
415,26316,-52.343377657278616,99,0,1,0,6.250646659408527,0.499996,1.7376767038696943
416,26391,-62.49714290891431,75,0,1,0,11.927529285226361,0.4985710000000001,2.339651873310407
417,26460,-60.78213383251795,69,0,1,0,11.220025161541358,0.49726000000000004,2.2638697073511453
418,26481,-82.75233603037887,21,0,1,0,23.405125774812138,0.496861,1.0930468915473848
419,26526,-76.56756425111621,45,0,1,0,19.712739955021284,0.49600600000000006,2.0043939924902388
420,26551,-83.05212942004782,25,0,1,0,23.455022679341063,0.49553099999999994,1.8954579937458038
421,26601,-73.49430029000118,50,0,1,0,18.05110783558414,0.49458099999999994,2.285537173449993
422,26666,-77.82288748343544,65,0,1,0,19.84040157248691,0.49334600000000006,1.762498146066299
423,26760,-63.46271801081126,94,0,1,0,11.93531690439318,0.49156,2.403487977670862
424,26840,-47.73602838369496,80,0,1,0,4.4219720908350215,0.4900399999999999,2.54513745456934
425,26927,-53.95647154645545,87,0,1,0,7.357193465108178,0.488387,1.8415260811646779
426,26963,-71.15638523125558,36,0,1,0,17.232150167018396,0.4877030000000001,2.0070673819217415
427,27060,-55.42195504917958,97,0,1,0,7.839935355359015,0.48585999999999996,1.6703850668422955
428,27084,-80.61158758547673,24,0,1,0,22.259751552361067,0.48540399999999995,1.9315802517036598
429,27234,49.19307714809512,150,0,0,0,4.2074191178328935,0.4825539999999999,1.656192886630694
430,27328,-52.42695283772001,94,0,1,0,6.417434178482713,0.480768,1.7775010476087003
431,27383,-73.7246093080135,55,0,1,0,18.04126241362944,0.479723,1.7954381479458374
432,27442,-73.0949956344071,59,0,1,0,17.62645557682624,0.4786020000000001,2.0625072258003687
433,27489,-73.36543185382801,47,0,1,0,18.06167354685399,0.47770899999999994,2.605148469196989
434,27531,-72.58609940283077,42,0,1,0,17.79700746103808,0.476911,1.7506907298451377
435,27621,-44.78377103309997,90,0,1,0,2.6958432761726816,0.475201,2.255831203526921
436,27735,-46.76372049652565,114,0,1,0,3.085818007885524,0.4730350000000001,1.7073404251091313
437,27790,-73.41896857182016,55,0,1,0,17.888442045532774,0.47199,1.8029947367581454
438,27814,-82.84553445562747,24,0,1,0,23.376724919694187,0.471534,2.6371282090743384
439,27843,-78.6595742890252,29,0,1,0,21.1587449041353,0.47098300000000004,1.6841370910406113
440,27932,-47.60227615567883,89,0,1,0,4.130096115846544,0.46929200000000004,2.12386625971687
441,27968,-75.6270358286711,36,0,1,0,19.467475673958248,0.468608,1.6215536205304995
442,28016,-63.489743407946115,48,0,1,0,13.098829463595763,0.467696,2.0646323120842376
443,28114,-45.6634872803308,98,0,1,0,2.935701260105398,0.46583399999999997,1.9194309643032599
444,28177,-64.01593629231894,63,0,1,0,12.986925836372503,0.46463699999999997,1.7911637564973226
445,28247,-59.23465970325354,70,0,1,0,10.421287611249468,0.463307,2.437525040762765
446,28297,-73.08018486138582,50,0,1,0,17.844050050632884,0.462357,2.1767554458975793
447,28338,-71.61825139718486,41,0,1,0,17.33808352936163,0.46157799999999993,1.7345978072503718
448,28404,-74.16931269080541,66,0,1,0,17.988613965342683,0.46032399999999996,2.5303561917760153
449,28554,41.087127662002004,150,0,0,0,8.260393786723952,0.45747400000000005,2.5630533028642337
450,28571,-83.56208655090222,17,0,1,0,23.91000087417396,0.457151,2.736109013943111
451,28598,-83.27608907425547,27,0,1,0,23.517002693294884,0.456638,1.9098249784222356
452,28682,-64.52711473552594,84,0,1,0,12.71751533708012,0.45504199999999995,2.0707145984328927
453,28699,-82.65264228999287,17,0,1,0,23.455278903503682,0.454719,1.489798993748777
454,28776,-64.71094070017284,77,0,1,0,12.984428552948406,0.453256,1.8325172513723373
455,28800,-82.73961044461132,24,0,1,0,23.323763216625366,0.4528000000000001,2.3976705142607293
456,28828,-83.84158016844195,28,0,1,0,23.774747776101428,0.4522680000000001,2.377567621214049
457,28875,-73.14826633234935,47,0,1,0,17.95309134263919,0.45137499999999997,2.325882967799268
458,28962,-65.583946704472,87,0,1,0,13.17093129995929,0.44972200000000007,2.061610972059184
459,29001,-77.85893761007375,39,0,1,0,20.50842648839644,0.4489810000000001,2.6465482941040626
460,29042,-72.71863443000147,41,0,1,0,17.888275320984743,0.448202,2.1376667516987498
461,29059,-82.60964460156549,17,0,1,0,23.433780270099902,0.447879,1.9418076785171734
462,29130,-53.51150126106788,71,0,1,0,7.534708243645021,0.44653,1.866263379093627
463,29236,-44.57511924907718,106,0,1,0,2.191518054774136,0.444516,2.4662375344701535
464,29261,-81.84699560715248,25,0,1,0,22.85245533125213,0.444041,1.1830161392688752
465,29351,-56.38671325992567,90,0,1,0,8.49731448294752,0.44233100000000003,2.030506556067202
466,29369,-82.6846944620264,18,0,1,0,23.446305194882775,0.44198899999999997,1.7377778208918042
467,29398,-76.99427037792191,29,0,1,0,20.326093044560864,0.441438,2.4974634477804445
468,29465,-61.65924808623612,67,0,1,0,11.708582177303159,0.44016500000000003,2.528550545226282
469,29513,-68.06008955051057,48,0,1,0,15.384002630855187,0.439253,2.5521079127987227
470,29548,-72.32731746597325,35,0,1,0,17.84261714152497,0.438588,1.828246044261115
471,29597,-62.96617719926247,49,0,1,0,12.812046733816329,0.43765699999999996,2.356600360906854
472,29643,-71.7747242789152,46,0,1,0,17.29132086722217,0.4367829999999999,1.98282808713291
473,29745,-54.47058158514699,102,0,1,0,7.239248345251799,0.43484500000000004,2.353960910410273
474,29895,27.14949780952663,150,0,0,0,15.229209202733879,0.431995,1.687216577231884
475,29918,-82.90168585874282,23,0,1,0,23.42980076014062,0.431558,1.845350746875224
476,29954,-76.74403995135731,36,0,1,0,20.025977594511087,0.4308740000000001,1.7081740018394258
477,30001,-68.60952453564308,47,0,1,0,15.683720306017177,0.42998100000000006,2.174553016081769
478,30067,-66.51583137910494,66,0,1,0,14.161873474661745,0.4287270000000001,1.885380856692791
479,30217,42.88131481658599,150,0,0,0,7.363300561024147,0.42587700000000006,2.330521816412608
480,30332,-48.225310594606,115,0,1,0,3.7916130569256987,0.42369200000000007,2.1765759534162026
481,30399,-71.15854190907277,67,0,1,0,16.458228526908368,0.4224190000000001,2.057709356964524
482,30472,-66.56801623593728,73,0,1,0,14.012965809849087,0.4210320000000001,1.725439534611898
483,30530,-74.75664615869584,58,0,1,0,18.48228097496581,0.41993,1.884055998047878
484,30574,-73.8963999603314,44,0,1,0,18.40215731898789,0.41909399999999997,1.9516698501326821
485,30642,-62.09659386836462,68,0,1,0,11.902254803237286,0.417802,2.2774725326282135
486,30718,-64.64756198597371,76,0,1,0,12.97773838007881,0.416358,2.6140271070364274
487,30739,-82.9426161412274,21,0,1,0,23.500266039930853,0.4159590000000001,2.710515563686689
488,30780,-75.60827599195038,41,0,1,0,19.333097078584526,0.41518,1.3261190907257359
489,30802,-81.62600178862746,22,0,1,0,22.816958932320855,0.41476199999999996,2.5528047491203654
490,30912,-61.03378806471597,110,0,1,0,10.320851791980681,0.41267200000000004,1.88469236953692
491,30992,-64.60681754094796,80,0,1,0,12.857366530096671,0.4111520000000001,2.082032914459705
492,31059,-58.581878780603944,67,0,1,0,10.169897082182421,0.4098790000000001,2.985336224757024
493,31128,-54.68604937609103,69,0,1,0,8.171982379925968,0.40856800000000004,2.1750821255255435
494,31177,-73.14820116524712,49,0,1,0,17.903058407423057,0.407637,2.0884507271100063
495,31204,-77.15131402934699,27,0,1,0,20.45461440176546,0.40712400000000004,2.022598750061459
496,31245,-84.61870340835509,41,0,1,0,23.83830953494674,0.40634500000000007,1.686107658758396
497,31314,-54.82850336927215,69,0,1,0,8.243210072266416,0.4050340000000001,2.1504070519105247
498,31337,-87.15960348255139,23,0,0,1,25.55875912836766,0.4045970000000001,2.3923746742632077
499,31404,-58.33373555153711,67,0,1,0,10.045826021050944,0.403324,2.4054281220062457
500,31487,-55.816830746674626,83,0,1,0,8.38737287842855,0.4017470000000001,1.9556717109608364
501,31530,-68.5748382764385,43,0,1,0,15.766377245716413,0.40093,2.465884818587192
502,31622,-48.92140807698601,92,0,1,0,4.714661937480564,0.39918200000000004,2.348106456677551
503,31681,-73.5477879889064,59,0,1,0,17.852852101950365,0.3980610000000001,2.2245931658199276
504,31750,-67.70793571971831,69,0,1,0,14.6829270484227,0.39675000000000005,2.737667121748993
505,31798,-70.48329998116131,48,0,1,0,16.595608510528635,0.395838,1.8791512722770374
506,31825,-78.27015488225348,27,0,1,0,21.01403547404473,0.39532500000000004,1.6914035418519267
507,31899,-60.12672444616547,74,0,1,0,10.767320309594696,0.393919,2.303829022355982
508,31962,-56.79943174810786,63,0,1,0,9.378673890205615,0.392722,1.9957804041249412
509,32059,-50.4851549916523,97,0,1,0,5.371536137273993,0.3908790000000001,2.332087611107482
510,32137,-57.85183473224218,78,0,1,0,9.529875151230385,0.3893970000000001,2.0168385977546373
511,32202,-63.84110798898918,65,0,1,0,12.849512310543197,0.3881620000000001,1.8419120183357827
512,32281,-56.77521226123899,79,0,1,0,8.966564448578872,0.38666100000000003,2.0082301306950896
513,32315,-83.47873872958989,34,0,1,0,23.443327612172062,0.386015,1.7348055690526962
514,32404,-46.18054701522237,89,0,1,0,3.4192312466081978,0.384324,2.4233619058400055
515,32442,-77.05345070095024,38,0,1,0,20.130683042355564,0.3836020000000001,1.6169251403526257
516,32555,-54.76418174086237,113,0,1,0,7.111049350096427,0.381455,2.0425040133758983
517,32644,-56.03595523947079,89,0,1,0,8.346935585295435,0.379764,2.005418000428864
518,32693,-65.75030214520596,49,0,1,0,14.204109041920137,0.3788330000000001,1.9197784303402414
519,32732,-76.11802293826729,39,0,1,0,19.63796950732928,0.378092,2.408209266570898
520,32814,-56.27017249986064,82,0,1,0,8.639044846412661,0.37653400000000004,2.5393690312417543
521,32897,-56.43156005384621,83,0,1,0,8.694738134420286,0.3749570000000001,1.5692463890615715
522,32972,-57.21773913895661,75,0,1,0,9.287827392039633,0.373532,2.2909407905737558
523,33067,156.4778059992358,95,1,0,0,1.9400560009925905,0.37172700000000003,2.2790202451379677
524,33165,156.6080135609956,98,1,0,0,1.7999508394421837,0.369865,2.565355882960923
525,33202,-76.53397915786908,37,0,1,0,19.89594803454369,0.3691620000000001,1.5977204546735093
526,33246,-74.68526870387153,44,0,1,0,18.796592667411176,0.36832600000000004,2.4665820944038304
527,33316,-57.79929227811591,70,0,1,0,9.703604245987693,0.366996,1.7011398768850736
528,33337,-82.98442770371298,21,0,1,0,23.521172635403758,0.36659700000000006,2.6281708081563315
529,33405,-56.143500846354144,68,0,1,0,8.925708172205512,0.365305,1.8196029362871367
530,33555,25.791937193175656,150,0,0,0,15.907988789227538,0.36245499999999997,2.3952779252827168
531,33587,-74.6790805332295,32,0,1,0,19.093498374111917,0.36184700000000003,2.926957524381578
532,33669,-57.666065841908164,82,0,1,0,9.336992131007124,0.3602890000000001,2.538113848101802
533,33690,-83.17363715903917,21,0,1,0,23.615776410288788,0.35989000000000004,3.3472956731205894
534,33840,17.111394282775443,150,0,0,0,20.24826033344851,0.35704,2.267853050430616
535,33918,-44.65830489887894,78,0,1,0,2.9331107435267514,0.35555800000000004,2.0481334836819234
536,33966,-67.162112755216,48,0,0,1,14.935014255825074,0.354646,2.202959386010965
537,34024,-65.13839672622056,58,0,1,0,13.673157091264445,0.3535440000000001,2.528490831368956
538,34046,-83.33797807570045,22,0,1,0,23.672946470226496,0.35312600000000005,2.2558540227738293
539,34163,-47.56945995180146,117,0,1,0,3.413688222135276,0.3509030000000001,2.046749499745858
540,34250,-45.260320583648515,87,0,1,0,3.009118606917556,0.34924999999999995,2.5892744747729135
541,34271,-82.63997750398593,21,0,1,0,23.348946419987268,0.348851,2.154476067849568
542,34318,-75.13021533500842,47,0,1,0,18.944065565368465,0.3479580000000001,1.5360989434287904
543,34341,-79.4188076352088,23,0,1,0,21.688362091278837,0.3475210000000001,2.581393372753392
544,34383,-62.74180008570267,42,0,1,0,12.874857731026607,0.346723,1.742344571011407
545,34418,-73.20983524730508,35,0,1,0,18.283875176330827,0.3460580000000001,1.7318203219345638
546,34511,-52.643326929702,93,0,1,0,6.550621295620215,0.3442910000000001,2.3142653835076157
547,34546,-71.43192140686334,35,0,1,0,17.39491853420087,0.3436260000000001,2.0099691310099193
548,34635,-48.56223048826623,89,0,1,0,4.610073351630314,0.3419350000000001,2.127360479048129
549,34755,155.84431527041983,120,1,0,0,1.6318011921270388,0.33965499999999993,1.6931474373986324
550,34779,-82.61504893809885,24,0,0,1,23.261482254158715,0.33919900000000003,1.5565414944042761
551,34867,-46.993305352545526,88,0,1,0,3.8506112936756356,0.337527,1.7230253786864607
552,34905,-67.49010390632002,38,0,1,0,15.349009712782705,0.336805,1.9575535819718712
553,34948,-67.73011050164698,43,0,1,0,15.344012870763468,0.33598799999999995,2.010334791832192
554,35035,-57.64497829888758,87,0,1,0,9.201446909066506,0.33433500000000005,2.349187732941803
555,35072,-67.55107519577258,37,0,1,0,15.404495125562173,0.33363200000000004,1.9281394940775793
556,35103,-80.67709797018787,31,0,1,0,22.117506813437732,0.333043,1.8899395244736825
557,35150,-77.24929834884762,47,0,1,0,20.003607233932453,0.33215000000000006,1.6702800764048353
558,35198,-77.96331010092446,48,0,1,0,20.335612670402217,0.33123800000000003,2.237789475979904
559,35227,-81.50228220587145,29,0,1,0,22.580099420895106,0.33068699999999995,2.5094537180045555
560,35271,-76.59628959549615,44,0,1,0,19.75210330053283,0.329851,2.542674484578046
561,35346,-60.43072692930336,75,0,1,0,10.894321806127845,0.328426,1.8744581959644953
562,35382,-79.57514074607786,36,0,1,0,21.441528272026467,0.327742,2.4210614934563637
563,35521,-58.329359679310514,139,0,1,0,8.243637621227952,0.325101,2.452656590466877
564,35616,-59.56960576200902,95,0,1,0,9.963760500944499,0.32329600000000003,1.636883237330537
565,35719,-70.53736496201459,103,0,1,0,15.247640519014391,0.32133900000000004,2.825417817796318
566,35829,-66.51572399115557,110,0,1,0,13.061820310671067,0.319249,1.8925578479062428
567,35884,-80.13826695129818,55,0,1,0,21.24809192875796,0.31820400000000004,1.5311354542320426
568,35950,-81.36149333955086,66,0,1,0,21.5847042897154,0.31695000000000007,2.0590312736052456
569,36029,-74.44904994918264,79,0,1,0,17.803482941841956,0.315449,2.53010029524942
570,36064,-72.50527647110954,35,0,1,0,17.931596134542303,0.31478399999999995,1.9292276522942953
571,36142,-45.68661080936972,78,0,1,0,3.4472641324494337,0.31330199999999997,1.9776124333341916
572,36261,155.40656191890082,119,1,0,0,1.875678277493134,0.311041,2.209324236176595
573,36366,156.0243516543444,105,1,0,0,1.9167829721996363,0.30904600000000004,1.6328812197560356
574,36405,-66.79866518948823,39,0,1,0,14.978290909837408,0.30830500000000005,1.8593581593953645
575,36493,-65.60029042021692,88,0,1,0,13.154104073089018,0.30663300000000004,1.874044514853846
576,36582,-52.97358744400132,89,0,1,0,6.815751809268472,0.30494200000000005,2.3839596838093877
577,36608,-76.49468878049521,26,0,1,0,20.151302314900434,0.30444800000000005,1.9305431189445348
578,36632,-75.91609858244793,24,0,1,0,19.91200760517093,0.30399200000000004,2.020191711063186
579,36668,-70.71757299108226,36,0,1,0,17.012744810634416,0.303308,3.1590170794063144
580,36711,-61.95597174887664,43,0,1,0,12.456943912633973,0.30249100000000007,2.8992022431867066
581,36802,-51.34927938064689,91,0,1,0,5.953598005416732,0.300762,1.9478452446369023
582,36892,-48.264976315534796,90,0,1,0,4.436446748442087,0.299052,2.431391145951218
583,36984,-50.44961889462122,92,0,1,0,5.478767346298159,0.297304,2.336662765916275
584,37003,-82.7217321547396,19,0,1,0,23.43982453047869,0.29694299999999996,1.9038354307413101
585,37026,-81.26702193935083,23,0,1,0,22.612469383012105,0.29650600000000005,2.4847020312495856
586,37100,-55.34490049733953,74,0,1,0,8.376408680634343,0.29510000000000003,2.387546154292854
587,37209,-46.18162161881788,109,0,1,0,2.919768777598887,0.2930290000000001,2.4183154784211327
588,37230,-83.30512061465558,21,0,1,0,23.681518898002484,0.29262999999999995,2.227534871725809
589,37295,-65.31093158550942,65,0,1,0,13.584424019193998,0.29139500000000007,1.6988365865670718
590,37352,-48.49155327123934,57,0,1,0,5.374735226294368,0.290312,2.162998949488004
591,37444,-45.946525629231644,92,0,1,0,3.227220387908584,0.28856400000000004,1.6774347766262034
592,37467,-81.46374967042878,23,0,1,0,22.71083231518145,0.288127,1.723429357228072
593,37496,-72.27721082494234,29,0,1,0,17.967563519400898,0.28757600000000005,2.575462146051999
594,37560,-62.466719945205426,64,0,1,0,12.187318589036582,0.28636000000000006,2.324310219148174
595,37589,-78.71200038591283,29,0,1,0,21.18495811535988,0.285809,1.5307784707381809
596,37617,-79.23688822689628,28,0,1,0,21.472402012435687,0.285277,1.6306654140353203
597,37679,-56.98863367514076,62,0,1,0,9.498275155529761,0.284099,1.8526739134423194
598,37775,-53.180311268982656,96,0,1,0,6.744114324109694,0.28227500000000005,2.5626074097429714
599,37827,-59.77857630852326,52,0,1,0,11.143246261947962,0.28128700000000006,1.9446903329629164
600,37855,-81.49342714298321,28,0,1,0,22.60067221623803,0.2807550000000001,2.071374373244388
601,37920,-58.282564757236464,65,0,1,0,10.07024016372753,0.2795200000000001,1.5047896199501478
602,38017,-50.279318335576704,97,0,1,0,5.268616621382836,0.27767700000000006,1.803663033339166
603,38093,157.7466518554411,76,1,0,0,1.7806323885191302,0.27623300000000006,2.4199829550558016
604,38144,-72.04374743115426,51,0,1,0,17.300832239962787,0.27526400000000006,2.2664930040345475
605,38206,-60.24743368872339,62,0,1,0,11.127674324328742,0.27408600000000005,2.558603832317937
606,38242,-62.65437798969581,36,0,1,0,12.98114783784526,0.27340200000000003,3.380306424366103
607,38288,-62.23982648130144,46,0,1,0,12.5238721772552,0.272528,2.19501074857038
608,38356,-52.485990193814885,68,0,1,0,7.09695352887203,0.27123600000000003,2.534721276558497
609,38422,-44.47136737264825,66,0,1,0,3.1396421898799844,0.26998200000000006,2.010245148656946
610,38452,-78.62369503892747,30,0,1,0,21.115805322824407,0.2694120000000001,1.9233341226975122
611,38519,-45.637157000842635,67,0,1,0,3.6975368155146167,0.2681390000000001,1.9625016733336804
612,38568,-64.88607894051039,49,0,1,0,13.77199706971564,0.267208,2.043744090564397
613,38597,-72.33226598482764,29,0,1,0,17.995091099343547,0.26665700000000003,2.2027198065971505
614,38670,-51.840278608220714,73,0,1,0,6.649098168463008,0.26527,3.1154541730472487
615,38727,-61.02791166914591,57,0,1,0,11.642913733560498,0.26418700000000006,2.442374683785857
616,38877,37.81697099784183,150,0,0,0,9.895472866289964,0.26133700000000004,1.9537119112412136
617,38934,-52.71646529043591,57,0,0,1,7.487190871657273,0.260254,2.0458170248751055
618,38963,-76.77263445296981,29,0,1,0,20.21527484642489,0.25970300000000013,1.9543574514060185
619,38989,-76.50023493066044,26,0,1,0,20.154075641984537,0.259209,2.568145816715864
620,39007,-82.6033813036918,18,0,1,0,23.405648411468604,0.25886700000000007,2.089351996779442
